GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-SRSF2-P95_variants	avg-Others
ENSG00000250562	En	0.0325071929219	0.659193996818	0.866720063004	RP11-227H4.4	0.18192371215	0.149416519228
ENSG00000250563	En	-0.000406118938808	0.755499039853	0.899348828364	RP11-622O11.1	0.000880391471182	0.00128651040999
ENSG00000187961	En	-0.259566197771	0.0870784233674	0.390283494725	KLHL17	2.47472504428	2.73429124205
ENSG00000250561	En	0.0433104186231	0.149659838886	0.511159694136	RP11-740N7.2	0.290970421192	0.247660002569
ENSG00000250568	En	-0.0931065183118	0.118944005329	0.456689172969	RP11-333E13.2	0.468048141105	0.561154659417
ENSG00000250569	En	-0.0613509828862	0.186695280414	0.566433681384	NTAN1P2	0.313508556778	0.374859539665
ENSG00000220685	En	-0.0179282254097	0.591234402207	0.845904481271	RP11-530A18.1	0.145849571662	0.163777797072
ENSG00000162843	En	0.00358154862326	0.947612269632	0.978274608095	WDR64	0.147837763964	0.144256215341
ENSG00000259247	En	0.00152613266512	0.290565965461	0.678204571014	TTTY25P	0.00223796462363	0.000711831958512
ENSG00000162849	En	-0.232111611187	0.316212993305	0.702359927254	KIF26B	0.958247524957	1.19035913614
ENSG00000149243	En	0.0582783755671	0.550180408877	0.830738152445	KLHL35	1.09098458222	1.03270620665
ENSG00000184702	En	0.0945697070369	0.732877889026	0.8895269716	SEPT5	3.63311993529	3.53855022826
ENSG00000259242	En	0.0306316168106	0.306308561976	0.693463544985	AC002306.1	0.288926291446	0.258294674635
ENSG00000184708	En	-0.121570051999	0.241716943341	0.630739373573	EIF4ENIF1	4.02141019888	4.14298025088
ENSG00000184709	En	-0.142556834198	0.0551472235058	0.303532406737	LRRC26	0.0542976283352	0.196854462534
ENSG00000163462	En	-0.742577147289	0.000247838580727	0.00910507350941	TRIM46	1.79918596532	2.54176311261
ENSG00000163463	En	-0.248349558913	0.00124717999583	0.0274046832881	KRTCAP2	6.78244212226	7.03079168118
ENSG00000163464	En	-0.0237998692577	0.902143214124	0.959077888329	CXCR1	0.726859151278	0.750659020536
ENSG00000163466	En	0.122909366313	0.192086173401	0.574631715642	ARPC2	9.00616430856	8.88325494225
ENSG00000163467	En	-0.217528808533	0.00354696654351	0.0543455765368	TSACC	0.637985982986	0.855514791519
ENSG00000163468	En	-0.31168346668	0.0180695047968	0.15552678408	CCT3	6.34212544574	6.65380891242
ENSG00000162599	En	0.507663674633	0.0664627893705	0.337175829545	NFIA	1.7610077293	1.25334405467
ENSG00000162598	En	-0.00317697979387	0.491900799036	0.806988150494	C1orf87	0.00430181407502	0.00747879386889
ENSG00000162592	En	0.00504626515866	0.718086242098	0.883987087974	CCDC27	0.053761266586	0.0487150014273
ENSG00000162591	En	-0.0047545867052	0.982976132192	0.993429657838	MEGF6	4.18090278127	4.18565736798
ENSG00000029363	En	-0.167874683076	0.249881467259	0.638167809296	BCLAF1	7.17274020798	7.34061489106
ENSG00000162595	En	-0.197374953201	0.243815958562	0.633503587187	DIRAS3	0.367952788067	0.565327741268
ENSG00000162594	En	-9.4709364334e-05	0.997889662586	0.999075341508	IL23R	0.197947625581	0.198042334945
ENSG00000118640	En	-0.447747430682	0.000469207574494	0.0138726816902	VAMP8	7.83451515364	8.28226258432
ENSG00000069329	En	-0.150645422173	0.142454570215	0.497502355384	VPS35	3.3648653813	3.51551080347
ENSG00000159961	En	-0.00825563366774	0.293954180452	0.68140554467	OR3A3	0.0026256223185	0.0108812559862
ENSG00000259169	En	-0.00451988348507	0.639037111688	0.859615480874	LOC390483	0.00885434718754	0.0133742306726
ENSG00000253144	En	0.129808875113	0.129083105724	0.47477651345	RP11-281O15.7	0.556641625668	0.426832750555
ENSG00000253146	En	-0.00150133092841	0.373366804131	0.74122086015	CIR1P1	0.000548098387921	0.00204942931633
ENSG00000115073	En	-0.115717306676	0.265208651325	0.653756260558	ACTR1B	5.61862634973	5.73434365641
ENSG00000259161	En	-0.00511449485249	0.670654239	0.871152096629	CTD-2017C7.3	0.0509621173604	0.0560766122129
ENSG00000259160	En	-0.00561821159948	0.822716235795	0.922530644228	RP11-973N13.5	0.0316739652794	0.0372921768788
ENSG00000259163	En	0.00548982027548	0.925130669898	0.969332886714	RP11-1078H9.5	0.625345306407	0.619855486132
ENSG00000259162	En	0.149621002319	0.331188412013	0.713453837977	RP11-203M5.6	0.691446663446	0.541825661127
ENSG00000259165	En	0.14717174036	0.0137773853358	0.130198432303	DDX18P1	0.735108064238	0.587936323877
ENSG00000259164	En	-0.002817436929	0.281877259845	0.670247786568	RP11-463C8.4	0.0	0.002817436929
ENSG00000259167	En	-0.0219454700365	0.00554394825475	0.0734168476563	RP11-114N19.1	0.00446617816464	0.0264116482011
ENSG00000213853	En	0.0238925867907	0.74304876145	0.893738552872	EMP2	1.218620324	1.19472773721
ENSG00000213851	En	-0.0276817254817	0.208632411504	0.59275632525	RP11-324J13.1	0.035822631931	0.0635043574126
ENSG00000258590	En	0.264823386737	0.000166545264343	0.00682231533624	NBEAP1	0.54863794501	0.283814558274
ENSG00000213857	En	-0.0635958759279	0.0440512960643	0.266300770276	RP11-12M9.4	0.132009769582	0.19560564551
ENSG00000213856	En	-0.00107003256012	0.87309103369	0.946087953996	VDAC1P2	0.0281874209232	0.0292574534834
ENSG00000213854	En	0.335805764021	0.000130344471183	0.0057634417739	CNN2P6	0.416921575173	0.081115811152
ENSG00000213859	En	-0.324746664876	0.00441255145796	0.0627213804865	KCTD11	0.963920031956	1.28866669683
ENSG00000225816	En	0.000707068367017	0.614301480035	0.854165696778	AC006045.3	0.00199109285605	0.00128402448903
ENSG00000225814	En	-0.00158686615552	0.545374434159	0.828848267105	GRPEL2P2	0.0	0.00158686615552
ENSG00000225812	En	0.00799107232874	0.655258741822	0.86546975641	RP11-157L3.3	0.0390276994601	0.0310366271313
ENSG00000225813	En	-0.156848041366	0.0774745364138	0.367038401778	AC009299.4	0.12288014082	0.279728182185
ENSG00000225810	En	-0.0595549565701	0.263134699241	0.651083791999	AC006038.4	0.510381044508	0.569936001078
ENSG00000225811	En	-0.00221709130434	0.737683700167	0.891367498759	RP11-547I7.1	0.0	0.00221709130434
ENSG00000225819	En	-0.00366441668092	0.327030012328	0.710295510486	AC013269.3	0.0	0.00366441668092
ENSG00000229307	En	-0.00101377409284	0.648315272773	0.862724926111	LINC00459	0.0	0.00101377409284
ENSG00000229305	En	-0.000234443183645	0.856000856487	0.938112388604	RP11-431K24.2	0.000875038960007	0.00110948214365
ENSG00000229302	En	-0.000337987078084	0.541223435151	0.827580779118	TAF9P2	0.0	0.000337987078084
ENSG00000229303	En	-0.000417339329814	0.939490199404	0.97514706445	PPIAP25	0.0107686757445	0.0111860150743
ENSG00000229300	En	0.403620488077	0.00026134450105	0.00937472606761	C6orf48	6.39513354475	5.99151305668
ENSG00000055070	En	-0.136085045148	0.0716831666563	0.352004419618	SZRD1	6.18434972219	6.32043476734
ENSG00000227410	En	0.0459736958688	0.132367693525	0.480442101281	RP11-265B8.4	0.177556199962	0.131582504094
ENSG00000227411	En	-0.000308495972551	0.504571690273	0.812067744244	BAATP1	0.0	0.000308495972551
ENSG00000227412	En	0.00149142597034	0.896393984169	0.956635340778	STK33P1	0.0927208873994	0.0912294614291
ENSG00000227413	En	-0.094037134853	0.447853285354	0.785076454671	RP5-1042K10.12	1.94930838221	2.04334551706
ENSG00000227415	En	-0.00340892459838	0.384405207523	0.748861689342	RP1-91G5.3	0.0	0.00340892459838
ENSG00000227416	En	0.0464569549566	0.000619812772479	0.0166949269444	RP11-109P14.2	0.0722323862939	0.0257754313372
ENSG00000227417	En	-0.0577089750353	0.117325386337	0.453788912438	RP11-397P13.6	0.200768095181	0.258477070216
ENSG00000162337	En	0.0253542173835	0.884165606145	0.951696838963	LRP5	3.48342370581	3.45806948843
ENSG00000155714	En	0.0616981540943	0.0576275290428	0.311139697245	PDZD9	0.487793375463	0.426095221369
ENSG00000182010	En	0.206904679742	0.0195618076547	0.16393433466	RTKN2	1.08408731828	0.877182638538
ENSG00000182013	En	-0.0187090463543	0.882337952253	0.950829768447	PNMAL1	0.537649213299	0.556358259653
ENSG00000186704	En	0.0230266328964	0.816608375251	0.919542204065	DTX2P1	1.72457155944	1.70154492654
ENSG00000245293	En	-0.20410753368	0.0199288890158	0.165710766259	RP11-286E11.1	0.447452315133	0.651559848813
ENSG00000164659	En	0.281827886435	0.379765404368	0.745816362599	KIAA1324L	1.70157038698	1.41974250055
ENSG00000242748	En	0.224104480766	0.00628510020063	0.0791494141226	RP3-511B24.4	0.793063221706	0.56895874094
ENSG00000242747	En	-0.031829749292	0.284674158094	0.673278058482	RP11-30K9.1	0.190457797737	0.222287547029
ENSG00000164651	En	-0.00275885470454	0.231763157488	0.619487295659	SP8	0.00130880870811	0.00406766341265
ENSG00000164654	En	-0.0358631031386	0.733437320501	0.889636630583	MIOS	4.28532317878	4.32118628192
ENSG00000114978	En	-0.0604602046961	0.614083218366	0.853991543431	MOB1A	6.16441081711	6.2248710218
ENSG00000206113	En	-0.0148460369346	0.466317560207	0.794630584182	RP11-503N18.1	0.0574304782498	0.0722765151844
ENSG00000204253	En	-0.151974015806	0.0170150349748	0.149824119872	AC019178.1	0.524527465485	0.676501481291
ENSG00000256925	En	-0.000327160059193	0.698395434953	0.878874271441	RP13-439H18.4	0.0	0.000327160059193
ENSG00000161021	En	-0.253745741327	0.0303306247499	0.214043295627	MAML1	3.76115997109	4.01490571242
ENSG00000256920	En	0.0617181930362	0.546264985974	0.829201440159	CR753846.1	0.87723422005	0.815516027013
ENSG00000256928	En	-0.0183455860881	0.0844389831523	0.38376842394	RP11-809N8.2	0.0	0.0183455860881
ENSG00000256929	En	0.000409798073005	0.970018496513	0.987541716273	AC067852.1	0.0143668417252	0.0139570436522
ENSG00000254694	En	-0.139689962716	0.349243270474	0.724969095302	RP11-50B3.4	2.28952344419	2.42921340691
ENSG00000254696	En	0.000780536950938	0.70027628824	0.878874271441	RP11-72M10.7	0.00158256920601	0.000802032255076
ENSG00000254697	En	-0.0110008473193	0.347932461244	0.724449444119	COPS8P3	0.0156173629954	0.0266182103147
ENSG00000254690	En	-0.320667210756	0.000723700156219	0.0185886076513	GS1-393G12.12	1.5990614267	1.91972863746
ENSG00000254691	En	0.0858938373042	0.308411956912	0.695065320821	RP11-91P24.5	1.21582967922	1.12993584191
ENSG00000254692	En	-0.670743723077	1.21908156176e-08	6.88432773375e-06	TM9SF1	1.62031746971	2.29106119279
ENSG00000254693	En	0.120760381593	0.179157001209	0.55607414542	RP11-58K22.5	0.640495839292	0.519735457699
ENSG00000254698	En	-0.0288428129911	0.356442633085	0.730363740714	RP11-659G9.3	0.197287948856	0.226130761847
ENSG00000257343	En	-0.000206222069619	0.782874161638	0.903826390466	RP11-641A6.8	0.0	0.000206222069619
ENSG00000257342	En	-0.0119006066219	0.728097699003	0.887748744381	RP11-571M6.7	0.150669384803	0.162569991425
ENSG00000257341	En	-0.0878101751119	0.638762081078	0.859615480874	CRIP1	1.60908095888	1.696891134
ENSG00000257340	En	0.0720690028209	0.277833484232	0.666915085724	CR762481.3	0.615959985477	0.543890982656
ENSG00000257346	En	-0.0151304292697	0.459939384708	0.791010816632	RP11-386G11.8	0.0388069640563	0.0539373933261
ENSG00000257348	En	0.193850202741	0.182789096367	0.560927503181	AC217779.1	3.31905142235	3.12520121961
ENSG00000151923	En	0.230985465516	0.0322177615492	0.222356207594	TIAL1	7.02389288017	6.79290741466
ENSG00000228949	En	-0.0005541335249	0.95324317853	0.980681419094	UGT1A12P	0.00672819349007	0.00728232701497
ENSG00000228948	En	0.00461191071663	0.315623659295	0.702027534601	SLC25A6P5	0.0159490305783	0.0113371198617
ENSG00000256694	En	-0.0158548118289	0.674080112622	0.873050910911	RP11-598F7.5	0.120220156055	0.136074967884
ENSG00000228944	En	-0.0135611050876	0.595323402767	0.847372702335	AC004485.3	0.00205840122665	0.0156195063142
ENSG00000256692	En	0.0556015602136	0.609325295995	0.85221016484	AC139099.1	0.577157368025	0.521555807811
ENSG00000228941	En	-0.000960095706056	0.666697183687	0.86932014307	UBE3AP2	0.00564683167759	0.00660692738364
ENSG00000228940	En	-0.0014409429202	0.819793163983	0.920972648501	RP11-348A7.1	0.00350401601345	0.00494495893364
ENSG00000165309	En	0.279670480286	9.51325036733e-05	0.00458782646744	ARMC3	0.558685329791	0.279014849504
ENSG00000165304	En	-0.256750364874	0.194690139627	0.577482886597	MELK	2.20170974906	2.45846011393
ENSG00000165300	En	0.73952292507	0.000195041849122	0.00767164606545	SLITRK5	1.29940790975	0.55988498468
ENSG00000101608	En	-0.360504245209	0.0167970571249	0.148887327184	MYL12A	7.27313640478	7.63364064999
ENSG00000101605	En	0.435420637517	5.70415115548e-06	0.000647945675793	MYOM1	1.29503536783	0.859614730315
ENSG00000121335	En	0.0833257507082	0.170163603794	0.543534063771	PRB2	0.415992292625	0.332666541916
ENSG00000237026	En	0.000489844569777	0.95832910436	0.982716788902	RP11-328P23.2	0.00930175628985	0.00881191172007
ENSG00000198791	En	-0.0457791072729	0.634887055084	0.859438882889	CNOT7	5.98880788675	6.03458699403
ENSG00000198792	En	-0.282488715196	0.02217711981	0.17749778216	TMEM184B	3.3978860672	3.68037478239
ENSG00000198793	En	-0.0287358317915	0.73948255587	0.89194406664	MTOR	4.08220145147	4.11093728326
ENSG00000198794	En	-0.127283352204	0.437567444139	0.779883721847	SCAMP5	1.13220666769	1.2594900199
ENSG00000198795	En	1.11275532845	0.00524557625224	0.0705746266856	ZNF521	3.34287831455	2.2301229861
ENSG00000197779	En	-0.0476165229035	0.599114260347	0.848849085774	ZNF81	1.82247801155	1.87009453446
ENSG00000198797	En	-0.133125379778	0.178341341295	0.555257334601	FAM5B	0.0230083874428	0.156133767221
ENSG00000198798	En	-0.00193506953517	0.450629347505	0.786587161219	MAGEB3	0.00645211314013	0.0083871826753
ENSG00000198799	En	0.212060938571	0.0326681108344	0.224044535441	LRIG2	3.22324194052	3.01118100195
ENSG00000197775	En	-0.281643483924	0.0368825469275	0.23936415696	DHRS4-AS1	1.22226741213	1.50391089605
ENSG00000175550	En	-0.0934856472928	0.248088282317	0.636962484225	DRAP1	6.61340353375	6.70688918105
ENSG00000175556	En	0.0762121112966	0.75040315795	0.897477817795	LONRF3	2.38019282261	2.30398071131
ENSG00000197771	En	-0.095371361038	0.461053759748	0.791516334701	MCMBP	4.7231052124	4.81847657344
ENSG00000231421	En	-0.00099142354272	0.889077533101	0.953927463558	AC006050.2	0.00369255615016	0.00468397969288
ENSG00000161682	En	0.0829886837919	0.380423593011	0.746189044995	FAM171A2	0.529352194558	0.446363510766
ENSG00000179420	En	0.00662107471789	0.0575483192967	0.310909733502	OR6W1P	0.0137678281151	0.00714675339723
ENSG00000179428	En	0.00887490684589	0.608182678603	0.851901046376	AC073072.5	0.0546975922958	0.0458226854499
ENSG00000076321	En	-0.0167747847945	0.86713284357	0.943355386017	KLHL20	3.54978831478	3.56656309957
ENSG00000183864	En	-0.342684703525	0.0138650380662	0.130714274924	TOB2	3.59334841885	3.93603312237
ENSG00000183862	En	-0.000577989566857	0.308650215735	0.695210428947	CNGA2	0.0	0.000577989566857
ENSG00000167680	En	-0.340417660902	0.00354021146877	0.0542841580142	SEMA6B	0.220720705314	0.561138366216
ENSG00000124217	En	0.088151529788	0.380754383624	0.746297859894	MOCS3	1.82151342873	1.73336189894
ENSG00000124214	En	0.0249968058414	0.77032585911	0.903826390466	STAU1	5.03121194129	5.00621513545
ENSG00000124215	En	-0.412981548757	0.0141661188105	0.132541225225	CDH26	1.38617637084	1.79915791959
ENSG00000124212	En	-0.112042070222	0.347026380449	0.723705907243	PTGIS	0.232033748298	0.344075818519
ENSG00000247596	En	-0.263830074373	0.0533507191886	0.29820518532	TWF2	5.60428447248	5.86811454685
ENSG00000247595	En	-0.0434416787352	0.708968218643	0.880861554231	SPTY2D1-AS1	1.76196617035	1.80540784909
ENSG00000175707	En	0.0248870892557	0.274938510693	0.663957439531	C1orf172	0.108721296623	0.0838342073674
ENSG00000161970	En	0.0900565215354	0.462105563702	0.792368769546	RPL26	11.9005841842	11.8105276626
ENSG00000175073	En	0.0344784145264	0.785054743502	0.905041810961	VCPIP1	3.16412086401	3.12964244948
ENSG00000161973	En	0.343349023401	0.00264140123498	0.0452970945104	CCDC42	0.691614259147	0.348265235746
ENSG00000255275	En	-0.0178163222658	0.161599462305	0.52933599146	RP13-279N23.2	0.0689121972899	0.0867285195557
ENSG00000255274	En	0.00130505828511	0.989514356729	0.995845601559	TMPRSS4-AS1	0.359608914849	0.358303856564
ENSG00000255277	En	0.129982092811	0.0276480960381	0.202995771988	ABCC6P2	0.221321301898	0.0913392090866
ENSG00000255276	En	0.026297192955	0.776874360367	0.903826390466	RRM1-AS1	1.24348936986	1.2171921769
ENSG00000255273	En	-0.0036106081241	0.347151819204	0.723705907243	AF238378.7	0.0	0.0036106081241
ENSG00000255272	En	0.00589889042042	0.00848149663654	0.0953565307288	RP11-646J21.6	0.00704505013461	0.00114615971419
ENSG00000160087	En	-0.306924864912	0.000786354346076	0.0197739104964	UBE2J2	5.02531298672	5.33223785164
ENSG00000036054	En	-0.0483172482481	0.671264435096	0.871437061102	TBC1D23	4.01075920218	4.05907645043
ENSG00000104904	En	-0.0426275116076	0.828775278701	0.924838718582	OAZ1	7.27667221609	7.31929972769
ENSG00000002587	En	0.164175065506	0.0580359707434	0.312215830633	HS3ST1	0.463512295957	0.29933723045
ENSG00000002586	En	0.0596824353527	0.800480787979	0.91171825709	CD99	8.58585476937	8.52617233402
ENSG00000237868	En	0.000126339242175	0.953882992326	0.981033267943	AC097533.1	0.00176013413285	0.00163379489067
ENSG00000237869	En	-0.0143300099598	0.712297919389	0.881485394277	RP11-459O16.1	0.0572964206057	0.0716264305654
ENSG00000177951	En	0.086445742515	0.353120478793	0.727781675009	BET1L	4.62293379631	4.53648805379
ENSG00000198242	En	0.252582808838	0.00631714594019	0.079413727363	RPL23A	10.5735877581	10.3210049493
ENSG00000237861	En	0.00626257123089	0.472840996801	0.797142809773	RP11-332L8.1	0.0461937700759	0.039931198845
ENSG00000237863	En	-0.00298761240449	0.243990254061	0.633608923931	RP6-24A23.3	0.0	0.00298761240449
ENSG00000198246	En	-0.212731170153	0.113351663183	0.446605181475	SLC29A3	2.2096396393	2.42237080945
ENSG00000237865	En	-0.000170590674047	0.788643513236	0.906423199235	SUCLA2P1	0.00187883635006	0.00204942702411
ENSG00000135917	En	0.0523104548913	0.296691153285	0.684418842749	SLC19A3	0.688819220987	0.636508766096
ENSG00000135916	En	0.25383441214	0.369190017045	0.739574914123	ITM2C	7.04179345295	6.78795904081
ENSG00000135914	En	-0.105147906575	0.061503162594	0.322742601532	HTR2B	0.33387162663	0.439019533205
ENSG00000135913	En	0.0434853584574	0.72949722665	0.888013172301	USP37	3.31525182646	3.271766468
ENSG00000135912	En	-0.303504411669	0.0260843606066	0.195858861007	TTLL4	3.65964773553	3.9631521472
ENSG00000092148	En	0.0805707268382	0.444515482393	0.783428151185	HECTD1	6.04049518699	5.95992446016
ENSG00000034693	En	-0.359235711097	0.00685091923097	0.0833731552251	PEX3	2.78378627629	3.14302198739
ENSG00000135919	En	0.0714543764309	0.794186863212	0.908511988003	SERPINE2	1.78888776165	1.71743338522
ENSG00000176395	En	-0.00378349255086	0.425069057771	0.772763974139	CEACAM20	0.00488341842613	0.00866691097698
ENSG00000176396	En	-0.145131433054	0.100875549692	0.421619477584	EID2	2.93844881712	3.08358025017
ENSG00000230484	En	-0.0016247073067	0.55315794727	0.8318307017	OR51A10P	0.00306662825427	0.00469133556098
ENSG00000176390	En	0.0488697544477	0.674742063069	0.87347896755	CRLF3	4.21430883801	4.16543908357
ENSG00000230482	En	0.0806945862622	0.575967700016	0.841553055774	ATP5G2P3	1.68278007317	1.60208548691
ENSG00000230481	En	-0.0643351975299	0.0880197475641	0.392246172969	IGKV1OR22-5	0.0168252614208	0.0811604589507
ENSG00000176393	En	-0.200414508306	0.173053548605	0.547812887356	RNPEP	5.27895519074	5.47936969905
ENSG00000176399	En	-0.0167393680405	0.656943863373	0.865892890932	DMRTA1	0.0339964010049	0.0507357690454
ENSG00000230489	En	0.0171296566389	0.848138404134	0.934131428922	VAV3-AS1	0.67019569869	0.653066042051
ENSG00000243902	En	0.00974599851216	0.698375357038	0.878874271441	RP1-63G5.5	0.0840468370199	0.0743008385078
ENSG00000243904	En	-0.00401822800343	0.747733816091	0.896264827619	RP11-600F24.1	0.0420583846056	0.046076612609
ENSG00000083635	En	-0.0731048220178	0.449465932504	0.785924196571	NUFIP1	2.30462568507	2.37773050709
ENSG00000248027	En	0.020414366428	0.0223037577195	0.177899019906	CTD-2383M3.1	0.0309023297077	0.0104879632796
ENSG00000063515	En	-0.000744711347813	0.667988648807	0.869864314697	GSC2	0.00224813304078	0.0029928443886
ENSG00000247624	En	0.00423875341555	0.908100012359	0.962030162635	AC006296.3	0.378349348209	0.374110594794
ENSG00000247627	En	-0.254821443279	0.0880937593353	0.392421265103	MTND4P12	0.586249471671	0.84107091495
ENSG00000167531	En	-0.00404459539365	0.836899883875	0.929021266775	LALBA	0.00697586821171	0.0110204636054
ENSG00000167536	En	-0.301540974408	0.0946246910194	0.407818800261	DHRS13	2.37319201999	2.6747329944
ENSG00000167535	En	0.547666565122	0.003231139005	0.0513268429542	CACNB3	3.50771800792	2.9600514428
ENSG00000188886	En	0.0863674015424	0.630609660767	0.859438882889	ASTL	0.954781771357	0.868414369815
ENSG00000188883	En	-0.149907337301	0.113169572047	0.446351777646	KLRG2	0.164377417966	0.314284755267
ENSG00000241506	En	-0.0391321469205	0.118336870656	0.455753750687	PSMC1P1	0.0352804186273	0.0744125655478
ENSG00000188888	En	-0.0149928586146	0.0076452471321	0.0895722048405	GPR179	0.0144645866206	0.0294574452352
ENSG00000241505	En	-0.000269018385152	0.702253948652	0.878874271441	RP11-161I10.1	0.0	0.000269018385152
ENSG00000094796	En	0.00464224897307	0.682135348754	0.876481844631	KRT31	0.0139366001408	0.00929435116775
ENSG00000237289	En	-0.0157476871569	0.483854070974	0.802633295241	CKMT1B	0.0262351706693	0.0419828578262
ENSG00000237284	En	-0.00098119440358	0.226237796329	0.613892032761	MAS1L	0.000101442428395	0.00108263683198
ENSG00000237285	En	-0.00153705569181	0.215790069344	0.60075260769	HNRNPA1P2	0.000953255070528	0.00249031076234
ENSG00000237286	En	0.0350737739327	0.451240255105	0.786749169595	AC004906.3	0.230872154267	0.195798380334
ENSG00000237281	En	-0.0508500522108	0.517358888701	0.817376829276	AC021016.8	1.04186216168	1.09271221389
ENSG00000237282	En	-0.000309479917666	0.633283949152	0.859438882889	LINC00851	0.0	0.000309479917666
ENSG00000198366	En	-0.3106617328	0.138522378474	0.490795825079	HIST1H3A	2.20153634338	2.51219807618
ENSG00000101327	En	-0.00838565894375	0.297376857674	0.685041211181	PDYN	0.00451535984757	0.0129010187913
ENSG00000049192	En	0.0916347609938	0.500932556749	0.81124400345	ADAMTS6	0.84013051104	0.748495750046
ENSG00000169992	En	0.0647412743185	0.695626871599	0.878874271441	NLGN2	1.07003056303	1.00528928871
