GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-HNRNPK-KD_variants	avg-Others
ENSG00000250566	En	-0.00123530391849	0.64183757767	0.970473585215	UGT2B29P	0.0	0.00123530391849
ENSG00000259244	En	0.210168911485	0.467893746203	0.970473585215	RP11-182J1.12	3.65369626987	3.44352735838
ENSG00000250565	En	0.234957305091	0.19937630536	0.93621985401	ATP6V1E2	2.93166244694	2.69670514185
ENSG00000250562	En	-0.10887273809	0.326011283489	0.970473585215	RP11-227H4.4	0.0461099586178	0.154982696708
ENSG00000250563	En	-0.00129660176421	0.508685848564	0.970473585215	RP11-622O11.1	0.0	0.00129660176421
ENSG00000187961	En	0.313510129122	0.169916094081	0.909159593068	KLHL17	3.02001572386	2.70650559474
ENSG00000250561	En	-0.0111750374201	0.805127770756	0.970473585215	RP11-740N7.2	0.23988822481	0.25106326223
ENSG00000250568	En	-0.0590402912805	0.511693730527	0.970473585215	RP11-333E13.2	0.497287866033	0.556328157314
ENSG00000250569	En	0.00277526999601	0.96837282899	0.994218298084	NTAN1P2	0.373205236023	0.370429966027
ENSG00000220685	En	0.0253880965222	0.613262861777	0.970473585215	RP11-530A18.1	0.187134822961	0.161746726439
ENSG00000162843	En	-0.000606244560834	0.994102455299	0.999210609298	WDR64	0.143921875288	0.144528119849
ENSG00000259247	En	-0.000845285893447	0.697436744527	0.970473585215	TTTY25P	0.0	0.000845285893447
ENSG00000162849	En	-0.0924900734308	0.790813583227	0.970473585215	KIF26B	1.08419737039	1.17668744382
ENSG00000149243	En	0.10926434477	0.456518976278	0.970473585215	KLHL35	1.14282431156	1.03355996679
ENSG00000184702	En	0.739524955503	0.075492311609	0.738500518145	SEPT5	4.2626093469	3.5230843914
ENSG00000259242	En	-0.00398844224398	0.929509532717	0.98476402876	AC002306.1	0.256595864276	0.26058430652
ENSG00000184708	En	0.0736200591032	0.63778644675	0.970473585215	EIF4ENIF1	4.20578112197	4.13216106286
ENSG00000184709	En	0.149130662391	0.1830120473	0.92089364159	LRRC26	0.33141587431	0.182285211919
ENSG00000163462	En	0.590868595453	0.0542274778812	0.654435186553	TRIM46	3.06231410485	2.47144550939
ENSG00000163463	En	0.178178227317	0.125865582079	0.850292567039	KRTCAP2	7.18603516999	7.00785694267
ENSG00000163464	En	-0.194558454551	0.504006822583	0.970473585215	CXCR1	0.560245924021	0.754804378572
ENSG00000163466	En	-0.0879742240886	0.53529012393	0.970473585215	ARPC2	8.80662502331	8.8945992474
ENSG00000163467	En	0.100324340535	0.373980161081	0.970473585215	TSACC	0.937421375194	0.837097034659
ENSG00000163468	En	0.38572880429	0.0521269854312	0.647959239521	CCT3	7.00589524537	6.62016644108
ENSG00000162599	En	-0.276426985296	0.507446897781	0.970473585215	NFIA	1.02116762082	1.29759460611
ENSG00000162598	En	-0.00747785358214	0.282092547955	0.970473585215	C1orf87	0.0	0.00747785358214
ENSG00000162592	En	-0.00475242240871	0.821242359388	0.970473585215	CCDC27	0.044462523271	0.0492149456797
ENSG00000162591	En	0.14667204374	0.661732692536	0.970473585215	MEGF6	4.32759640971	4.18092436597
ENSG00000029363	En	0.143755828764	0.512828747998	0.970473585215	BCLAF1	7.46816893269	7.32441310393
ENSG00000162595	En	0.0258055312706	0.919408506774	0.982524845315	DIRAS3	0.576376843037	0.550571311766
ENSG00000162594	En	-0.0176616208292	0.743045466713	0.970473585215	IL23R	0.180903371842	0.198564992672
ENSG00000118640	En	0.314690541862	0.104567494674	0.814172358572	VAMP8	8.55580045818	8.24110991632
ENSG00000069329	En	-0.0491815127348	0.750645712926	0.970473585215	VPS35	3.45713096829	3.50631248103
ENSG00000159961	En	-0.00358710844605	0.762004081947	0.970473585215	OR3A3	0.00681679527193	0.010403903718
ENSG00000259169	En	0.0469135476299	0.00111954847337	0.0701358972304	LOC390483	0.0585614404427	0.0116478928128
ENSG00000253144	En	-0.229149421135	0.0748047126809	0.738446470258	RP11-281O15.7	0.213747837283	0.442897258418
ENSG00000253146	En	0.00388344305097	0.125538058438	0.850292567039	CIR1P1	0.00571011357247	0.00182667052151
ENSG00000115073	En	0.0166982475695	0.91497851671	0.981828751635	ACTR1B	5.74234345521	5.72564520764
ENSG00000259161	En	-0.0102441074472	0.571306389126	0.970473585215	CTD-2017C7.3	0.045777214073	0.0560213215201
ENSG00000259160	En	0.0304928182025	0.418795270144	0.970473585215	RP11-973N13.5	0.066473020962	0.0359802027595
ENSG00000259163	En	0.0272970451429	0.75613607133	0.970473585215	RP11-1078H9.5	0.646723288306	0.619426243163
ENSG00000259162	En	0.566647453304	0.0141151163866	0.365163973013	RP11-203M5.6	1.10208898384	0.535441530538
ENSG00000259165	En	-0.131878643136	0.143501718066	0.875829699675	DDX18P1	0.470436782441	0.602315425577
ENSG00000259164	En	-0.00269872469884	0.493519646497	0.970473585215	RP11-463C8.4	0.0	0.00269872469884
ENSG00000259167	En	-0.00623120574858	0.602547330651	0.970473585215	RP11-114N19.1	0.0188124888893	0.0250436946378
ENSG00000213853	En	-0.0478299838106	0.662715499452	0.970473585215	EMP2	1.15002401247	1.19785399628
ENSG00000213851	En	0.0181723171049	0.583636730719	0.970473585215	RP11-324J13.1	0.0791708969953	0.0609985798904
ENSG00000258590	En	0.0811877076439	0.44724841822	0.970473585215	NBEAP1	0.381330176738	0.300142469094
ENSG00000213857	En	0.0722396188405	0.128939102943	0.855338603681	RP11-12M9.4	0.261174614265	0.188934995424
ENSG00000213856	En	0.0043605180833	0.665264742309	0.970473585215	VDAC1P2	0.0334114687179	0.0290509506346
ENSG00000213854	En	0.333128241531	0.0121413865405	0.334226330047	CNN2P6	0.428049336628	0.0949210950967
ENSG00000213859	En	-0.109009601061	0.527515290007	0.970473585215	KCTD11	1.1599178378	1.26892743886
ENSG00000225816	En	-0.00137533922757	0.514700890635	0.970473585215	AC006045.3	0.0	0.00137533922757
ENSG00000225814	En	-0.00152000381751	0.700315875914	0.970473585215	GRPEL2P2	0.0	0.00152000381751
ENSG00000225812	En	-0.00129104464442	0.961770400412	0.992984769715	RP11-157L3.3	0.030350403663	0.0316414483075
ENSG00000225813	En	-0.009932357749	0.940895303407	0.987704489612	AC009299.4	0.25898167419	0.268914031939
ENSG00000225810	En	-0.0588619757951	0.462535387974	0.970473585215	AC006038.4	0.508619128451	0.567481104246
ENSG00000225811	En	-0.00212367453589	0.831171410315	0.970473585215	RP11-547I7.1	0.0	0.00212367453589
ENSG00000225819	En	-0.00351001710167	0.532831884474	0.970473585215	AC013269.3	0.0	0.00351001710167
ENSG00000229307	En	-0.000971058892299	0.771565397291	0.970473585215	LINC00459	0.0	0.000971058892299
ENSG00000229305	En	0.00326434119305	0.0924782654698	0.780458119987	RP11-431K24.2	0.00425937299366	0.000995031800604
ENSG00000229302	En	-0.000323746049513	0.697367766806	0.970473585215	TAF9P2	0.0	0.000323746049513
ENSG00000229303	En	-0.0065682677658	0.426996003971	0.970473585215	PPIAP25	0.00478505009557	0.0113533178614
ENSG00000229300	En	0.212628760692	0.204793527662	0.941549750256	C6orf48	6.22636311525	6.01373435456
ENSG00000055070	En	0.00917936946155	0.935788860136	0.986436022244	SZRD1	6.31969810346	6.31051873399
ENSG00000227410	En	-0.0289361426883	0.5295680479	0.970473585215	RP11-265B8.4	0.106770649313	0.135706792001
ENSG00000227411	En	-0.000295497546741	0.671033415296	0.970473585215	BAATP1	0.0	0.000295497546741
ENSG00000227412	En	-0.0225062930104	0.191050092299	0.926638874344	STK33P1	0.069503403564	0.0920096965744
ENSG00000227413	En	-0.179227227883	0.336236617106	0.970473585215	RP5-1042K10.12	1.86282819109	2.04205541897
ENSG00000227415	En	0.00321041946824	0.586278231769	0.970473585215	RP1-91G5.3	0.00628161476496	0.00307119529672
ENSG00000227416	En	0.0121055128978	0.556427636364	0.970473585215	RP11-109P14.2	0.0408093371151	0.0287038242173
ENSG00000227417	En	-0.0179418932329	0.746638963715	0.970473585215	RP11-397P13.6	0.236984570647	0.25492646388
ENSG00000162337	En	0.285868140792	0.274577490535	0.970473585215	LRP5	3.73716558591	3.45129744512
ENSG00000155714	En	-0.0289274016843	0.555018634684	0.970473585215	PDZD9	0.402405839916	0.4313332416
ENSG00000182010	En	-0.237709859047	0.0751047961766	0.738446470258	RTKN2	0.661255695357	0.898965554404
ENSG00000182013	En	0.253726051256	0.181681234115	0.920220817208	PNMAL1	0.801154006361	0.547427955105
ENSG00000186704	En	0.106725326641	0.474870497862	0.970473585215	DTX2P1	1.80670271602	1.69997738938
ENSG00000245293	En	0.015784019192	0.90512652208	0.979946009173	RP11-286E11.1	0.652410843245	0.636626824053
ENSG00000164659	En	-0.116059649706	0.810121099509	0.970473585215	KIAA1324L	1.32712748625	1.44318713595
ENSG00000242748	En	0.163121268461	0.187949115995	0.923504898606	RP3-511B24.4	0.743067427785	0.579946159324
ENSG00000242747	En	0.0521517196293	0.243948731584	0.970473585215	RP11-30K9.1	0.270621167483	0.218469447853
ENSG00000164651	En	-0.00260373233973	0.453489308035	0.970473585215	SP8	0.00134652189967	0.00395025423941
ENSG00000164654	En	-0.0827169244675	0.601612093024	0.970473585215	MIOS	4.23840790101	4.32112482548
ENSG00000114978	En	-0.103746022382	0.565234695774	0.970473585215	MOB1A	6.11995126897	6.22369729135
ENSG00000206113	En	-0.0158720875007	0.60479706109	0.970473585215	RP11-503N18.1	0.0558283949921	0.0717004824929
ENSG00000204253	En	0.118852662829	0.216162655668	0.950279112384	AC019178.1	0.781025251198	0.66217258837
ENSG00000256925	En	-0.000313375225239	0.805173970367	0.970473585215	RP13-439H18.4	0.0	0.000313375225239
ENSG00000161021	En	0.0400243640889	0.820957824397	0.970473585215	MAML1	4.03575389864	3.99572953455
ENSG00000256920	En	-0.0484722397705	0.75285580968	0.970473585215	CR753846.1	0.772869039713	0.821341279483
ENSG00000256928	En	-0.0053702831847	0.73760298172	0.970473585215	RP11-809N8.2	0.0118365777719	0.0172068609566
ENSG00000256929	En	-0.0144182296917	0.37922994097	0.970473585215	AC067852.1	0.0	0.0144182296917
ENSG00000254694	En	0.157763501525	0.482426623829	0.970473585215	RP11-50B3.4	2.57235201048	2.41458850896
ENSG00000254696	En	-0.00088381965825	0.77206537159	0.970473585215	RP11-72M10.7	0.0	0.00088381965825
ENSG00000254697	En	0.00759836144795	0.66672032515	0.970473585215	COPS8P3	0.0332094763778	0.0256111149299
ENSG00000254690	En	-0.11716467578	0.415161224981	0.970473585215	GS1-393G12.12	1.78335814139	1.90052281717
ENSG00000254691	En	-0.184657874246	0.145289671697	0.878583558538	RP11-91P24.5	0.956897794334	1.14155566858
ENSG00000254692	En	-0.034217825464	0.850142961488	0.970473585215	TM9SF1	2.21035034084	2.2445681663
ENSG00000254693	En	-0.11587791274	0.391963313251	0.970473585215	RP11-58K22.5	0.415885956299	0.531763869039
ENSG00000254698	En	0.0330095803744	0.483158399232	0.970473585215	RP11-659G9.3	0.256107594205	0.223098013831
ENSG00000257343	En	-0.000197532937472	0.860746505748	0.970473585215	RP11-641A6.8	0.0	0.000197532937472
ENSG00000257342	En	-0.0516049682673	0.316091009306	0.970473585215	RP11-571M6.7	0.111668671329	0.163273639596
ENSG00000257341	En	-0.200764005571	0.475575412368	0.970473585215	CRIP1	1.49592369384	1.69668769941
ENSG00000257340	En	-0.0140547259541	0.888234390701	0.977101223241	CR762481.3	0.53536322144	0.549417947394
ENSG00000257346	En	-0.025130318317	0.414647658585	0.970473585215	RP11-386G11.8	0.0284883892883	0.0536187076053
ENSG00000257348	En	0.0218613317803	0.920560290562	0.982714392775	AC217779.1	3.16014056399	3.13827923221
ENSG00000151923	En	-0.0901341099424	0.579721362368	0.970473585215	TIAL1	6.72183896497	6.81197307491
ENSG00000228949	En	0.0154765124247	0.276049557832	0.970473585215	UGT1A12P	0.0222557083543	0.00677919592963
ENSG00000228948	En	-0.00344695938326	0.618345650423	0.970473585215	SLC25A6P5	0.00832020470691	0.0117671640902
ENSG00000256694	En	0.106488273189	0.0598933740554	0.68344084358	RP11-598F7.5	0.238248265289	0.1317599921
ENSG00000228944	En	-0.00961738531762	0.802355239139	0.970473585215	AC004485.3	0.00532964826149	0.0149470335791
ENSG00000256692	En	-0.0620099027072	0.704876105902	0.970473585215	AC139099.1	0.465343587652	0.52735349036
ENSG00000228941	En	-0.00386840228662	0.248423509603	0.970473585215	UBE3AP2	0.00278645408012	0.00665485636674
ENSG00000228940	En	-0.00302941215859	0.750245227364	0.970473585215	RP11-348A7.1	0.00190426344486	0.00493367560345
ENSG00000165309	En	-0.0939936800793	0.388069962481	0.970473585215	ARMC3	0.207651586233	0.301645266312
ENSG00000165304	En	0.249862726201	0.401927872481	0.970473585215	MELK	2.68264436745	2.43278164125
ENSG00000165300	En	-0.413462896821	0.169773045092	0.909159593068	SLITRK5	0.211205978641	0.624668875462
ENSG00000101608	En	-0.297257817787	0.191301115735	0.926678211907	MYL12A	7.31975265678	7.61701047457
ENSG00000101605	En	-0.0848991318507	0.562009080986	0.970473585215	MYOM1	0.808107497717	0.893006629567
ENSG00000121335	En	-0.0376286260461	0.680935738019	0.970473585215	PRB2	0.302068936047	0.339697562093
ENSG00000237026	En	-0.00911996505641	0.51782263012	0.970473585215	RP11-328P23.2	0.0	0.00911996505641
ENSG00000198791	En	-0.055279515265	0.703157217983	0.970473585215	CNOT7	5.97772115146	6.03300066672
ENSG00000198792	En	0.0304141698911	0.870452581316	0.972618433888	TMEM184B	3.6898645314	3.65945036151
ENSG00000198793	En	0.0749608705112	0.564207970091	0.970473585215	MTOR	4.18161558919	4.10665471867
ENSG00000198794	En	-0.0937526615088	0.704021310837	0.970473585215	SCAMP5	1.15953003446	1.25328269597
ENSG00000198795	En	-0.284867183968	0.636575239091	0.970473585215	ZNF521	2.03262685816	2.31749404213
ENSG00000197779	En	0.0106001145225	0.938020298767	0.987025178934	ZNF81	1.87700355673	1.86640344221
ENSG00000198797	En	-0.106210220289	0.475854294472	0.970473585215	FAM5B	0.0436757337137	0.149885954002
ENSG00000198798	En	-0.00355750558892	0.356593426365	0.970473585215	MAGEB3	0.00479921592442	0.00835672151335
ENSG00000198799	En	0.122959742208	0.411658428799	0.970473585215	LRIG2	3.14547869303	3.02251895083
ENSG00000197775	En	-0.107009551287	0.599211517019	0.970473585215	DHRS4-AS1	1.38015577115	1.48716532243
ENSG00000175550	En	0.0021115437352	0.986179693753	0.997697609715	DRAP1	6.70231447462	6.70020293088
ENSG00000175556	En	-0.26790981222	0.457230868978	0.970473585215	LONRF3	2.04950011661	2.31740992883
ENSG00000197771	En	0.0969063708074	0.61871969344	0.970473585215	MCMBP	4.90572183944	4.80881546863
ENSG00000231421	En	0.0362316246383	0.000638933517707	0.0473865702719	AC006050.2	0.0397594057396	0.00352778110124
ENSG00000161682	En	0.28190114674	0.0472080359923	0.62293898741	FAM171A2	0.725694611633	0.443793464893
ENSG00000179420	En	0.00976756900568	0.0626350691133	0.694511114239	OR6W1P	0.0170906294427	0.00732306043702
ENSG00000179428	En	-0.012988484942	0.618034535201	0.970473585215	AC073072.5	0.033852241141	0.046840726083
ENSG00000076321	En	0.0760498946173	0.614150654384	0.970473585215	KLHL20	3.63914516518	3.56309527056
ENSG00000183864	En	-0.0169475675623	0.935804130286	0.986436022244	TOB2	3.89531612961	3.91226369717
ENSG00000183862	En	0.00166488044934	0.0508637081568	0.641762650315	CNGA2	0.00215202147756	0.000487141028217
ENSG00000167680	En	-0.0244963422192	0.889711549559	0.977332067188	SEMA6B	0.513259464272	0.537755806491
ENSG00000124217	En	-0.0112240594641	0.940905336841	0.987704489612	MOCS3	1.72871932293	1.7399433824
ENSG00000124214	En	-0.073014658992	0.570823437439	0.970473585215	STAU1	4.9371598176	5.01017447659
ENSG00000124215	En	0.234360588311	0.356589495201	0.970473585215	CDH26	1.99723652769	1.76287593938
ENSG00000124212	En	-0.0984601230842	0.583013424539	0.970473585215	PTGIS	0.240629230934	0.339089354019
ENSG00000247596	En	-0.0980530451847	0.634022269597	0.970473585215	TWF2	5.75430946233	5.85236250751
ENSG00000247595	En	0.218213583121	0.212314647268	0.948313059898	SPTY2D1-AS1	2.01400335847	1.79578977535
ENSG00000175707	En	0.0578741864248	0.091174365513	0.778428222187	C1orf172	0.141736863193	0.0838626767679
ENSG00000161970	En	0.165564680609	0.36882459207	0.970473585215	RPL26	11.9775099402	11.8119452596
ENSG00000175073	En	-0.0753869817888	0.69184837816	0.970473585215	VCPIP1	3.05895763548	3.13434461726
ENSG00000161973	En	0.368707007026	0.0324157214166	0.535444694157	CCDC42	0.730245533048	0.361538526022
ENSG00000255275	En	-0.0347192925467	0.0696079605441	0.722243059102	RP13-279N23.2	0.0517876679875	0.0865069605342
ENSG00000255274	En	-0.0194933881213	0.896200107294	0.978723866961	TMPRSS4-AS1	0.339487195377	0.358980583498
ENSG00000255277	En	-0.0165216998402	0.852898160242	0.970473585215	ABCC6P2	0.0845212506942	0.101042950534
ENSG00000255276	En	-0.0290410640465	0.835237261494	0.970473585215	RRM1-AS1	1.19088456986	1.21992563391
ENSG00000255273	En	-0.00345847575932	0.549664336784	0.970473585215	AF238378.7	0.0	0.00345847575932
ENSG00000255272	En	-0.00161239260123	0.634083131598	0.970473585215	RP11-646J21.6	0.0	0.00161239260123
ENSG00000160087	En	0.0790744512773	0.568271027892	0.970473585215	UBE2J2	5.38719822811	5.30812377684
ENSG00000036054	En	-0.0268119101711	0.875635709637	0.973010614548	TBC1D23	4.02964514668	4.05645705685
ENSG00000104904	En	-0.300439706603	0.310715886389	0.970473585215	OAZ1	7.02484509322	7.32528479982
ENSG00000002587	En	-0.147819111188	0.257465981344	0.970473585215	HS3ST1	0.1675795959	0.315398707089
ENSG00000002586	En	0.100977707385	0.776274427153	0.970473585215	CD99	8.62835164505	8.52737393766
ENSG00000237868	En	-0.00169350434037	0.606354529426	0.970473585215	AC097533.1	0.0	0.00169350434037
ENSG00000237869	En	-0.0495594850568	0.396467173799	0.970473585215	RP11-459O16.1	0.0225371746004	0.0720966596572
ENSG00000177951	En	0.0215180473297	0.877985730214	0.974137550676	BET1L	4.56348536757	4.54196732024
ENSG00000198242	En	-0.0365237949755	0.794004922662	0.970473585215	RPL23A	10.3034700229	10.3399938179
ENSG00000237861	En	0.00437051758618	0.739241193677	0.970473585215	RP11-332L8.1	0.0446143898877	0.0402438723015
ENSG00000237863	En	0.000504506639031	0.896065542472	0.978723866961	RP6-24A23.3	0.0032653411265	0.00276083448747
ENSG00000198246	En	-0.0492830303448	0.8077218886	0.970473585215	SLC29A3	2.35949405406	2.40877708441
ENSG00000237865	En	0.00133308418856	0.163311232166	0.901318169927	SUCLA2P1	0.00333046956798	0.00199738537942
ENSG00000135917	En	0.0132587519113	0.860561360753	0.970473585215	SLC19A3	0.653076034509	0.639817282598
ENSG00000135916	En	0.365379966147	0.390329126293	0.970473585215	ITM2C	7.16037038322	6.79499041707
ENSG00000135914	En	-0.113501493039	0.180288835082	0.918007573906	HTR2B	0.321470821781	0.434972314819
ENSG00000135913	En	0.180781369272	0.339111446502	0.970473585215	USP37	3.45021002871	3.26942865944
ENSG00000135912	En	0.096622904343	0.638905190836	0.970473585215	TTLL4	4.03537732225	3.9387544179
ENSG00000092148	En	-0.0923409299718	0.560379657364	0.970473585215	HECTD1	5.87605924988	5.96840017985
ENSG00000034693	En	0.195168344054	0.331011211431	0.970473585215	PEX3	3.30689065768	3.11172231362
ENSG00000135919	En	-0.347206536404	0.399318362671	0.970473585215	SERPINE2	1.38569574715	1.73290228355
ENSG00000176395	En	-0.00468905883144	0.51123871241	0.970473585215	CEACAM20	0.00385035579901	0.00853941463045
ENSG00000176396	En	-0.146884503433	0.270285288793	0.970473585215	EID2	2.93081648864	3.07770099207
ENSG00000230484	En	-0.00273774168788	0.506579273731	0.970473585215	OR51A10P	0.00192054964583	0.00465829133371
ENSG00000176390	En	-0.115905502861	0.508237617723	0.970473585215	CRLF3	4.05646975004	4.1723752529
ENSG00000230482	En	-0.448708713524	0.0382184069524	0.574657142195	ATP5G2P3	1.17254259107	1.62125130459
ENSG00000230481	En	-0.0335169818087	0.555443897735	0.970473585215	IGKV1OR22-5	0.0440902664175	0.0776072482262
ENSG00000176393	En	0.230209006241	0.298552050018	0.970473585215	RNPEP	5.68848040479	5.45827139855
ENSG00000176399	En	-0.0437713944458	0.440086199038	0.970473585215	DMRTA1	0.00709042846837	0.0508618229142
ENSG00000230489	En	0.107249242423	0.425367060373	0.970473585215	VAV3-AS1	0.758314274681	0.651065032258
ENSG00000243902	En	0.00855478164931	0.821164965092	0.970473585215	RP1-63G5.5	0.0832896620186	0.0747348803693
ENSG00000243904	En	0.0122829536125	0.513403278888	0.970473585215	RP11-600F24.1	0.0577067421947	0.0454237885822
ENSG00000083635	En	0.205922390439	0.156415876292	0.893367410028	NUFIP1	2.57230174857	2.36637935813
ENSG00000248027	En	-0.00403147769246	0.765043560319	0.970473585215	CTD-2383M3.1	0.00802356946113	0.0120550471536
ENSG00000063515	En	-0.00303093088644	0.245613298421	0.970473585215	GSC2	0.0	0.00303093088644
ENSG00000247624	En	-0.0111701008082	0.839781289116	0.970473585215	AC006296.3	0.363575585805	0.374745686613
ENSG00000247627	En	0.0996340887852	0.658223018524	0.970473585215	MTND4P12	0.919665950597	0.820031861811
ENSG00000167531	En	-0.000633278496886	0.982909903599	0.997550174019	LALBA	0.0101196281145	0.0107529066114
ENSG00000167536	En	-0.0566990266645	0.834851375652	0.970473585215	DHRS13	2.59837081775	2.65506984442
ENSG00000167535	En	0.0038825958567	0.988995407543	0.99770290826	CACNB3	3.00261693277	2.99873433691
ENSG00000188886	En	-0.356085730783	0.187175875092	0.923504898606	ASTL	0.529120179845	0.885205910629
ENSG00000188883	En	0.601464413809	1.95797415254e-05	0.00330878049155	KLRG2	0.887101487001	0.285637073192
ENSG00000241506	En	0.0265002855537	0.482698255834	0.970473585215	PSMC1P1	0.0973462599271	0.0708459743734
ENSG00000188888	En	0.0146070783212	0.0850338332615	0.763020946438	GPR179	0.0425645448492	0.027957466528
ENSG00000241505	En	-0.000257683340834	0.807740441373	0.970473585215	RP11-161I10.1	0.0	0.000257683340834
ENSG00000094796	En	-0.00912410105218	0.59264249194	0.970473585215	KRT31	0.000772603207862	0.00989670426005
ENSG00000237289	En	-0.0182266221492	0.590255583446	0.970473585215	CKMT1B	0.0231868977412	0.0414135198904
ENSG00000237284	En	0.000447305256964	0.714143027288	0.970473585215	MAS1L	0.00144702270932	0.000999717452357
ENSG00000237285	En	0.00225144138836	0.228237382653	0.961447542229	HNRNPA1P2	0.00456537802738	0.00231393663902
ENSG00000237286	En	0.062429071449	0.372766367411	0.970473585215	AC004906.3	0.258841071228	0.196411999779
ENSG00000237281	En	-0.0964580374854	0.414311627396	0.970473585215	AC021016.8	0.995542833234	1.09200087072
ENSG00000237282	En	-0.000296440033494	0.761359095473	0.970473585215	LINC00851	0.0	0.000296440033494
ENSG00000198366	En	0.050876326807	0.872104612561	0.972711112496	HIST1H3A	2.53954076634	2.48866443953
ENSG00000101327	En	0.00129845882549	0.914663076092	0.981770158518	PDYN	0.0135664798522	0.0122680210267
ENSG00000049192	En	-0.115642056537	0.572467786543	0.970473585215	ADAMTS6	0.642811640125	0.758453696661
ENSG00000169992	En	0.212751724274	0.392673260869	0.970473585215	NLGN2	1.2162508336	1.00349910933
ENSG00000237136	En	0.0277851948373	0.606889681376	0.970473585215	C4orf51	0.124699622895	0.0969144280581
ENSG00000177042	En	-0.0309722111898	0.886520619683	0.97656848533	TMEM80	3.96600525213	3.99697746332
